latitude,longitude,population_density,avg_income,competitor_count,rent_cost,traffic_score,highway_distance,success_target
18.474908023769473,73.73702658576772,1677.6755768115768,110724.35930506776,9,1878.8695220796637,79.50115369284704,0.1900719946796824,1
18.590142861281983,73.80838018947567,1611.4045958239992,125601.76766296467,4,2998.102040389348,16.33544497431565,0.8465805423286038,0
18.546398788362282,73.87458916717529,4578.145612344665,60056.14785509987,4,3145.9623325872476,10.431308735188216,2.5785514227514694,0
18.519731696839408,73.84644497728192,1622.9578993227774,104984.89195283987,10,2419.2488625883752,14.551548278735915,6.726222621998667,0
18.431203728088487,73.86131222957229,1723.7737675788394,98609.51797724984,6,3269.3935091937597,87.71275618985017,8.893894745463909,0
18.43119890406724,73.83175667334214,3917.292180880837,129939.64521459253,3,867.0871652511466,52.81892617563562,4.653425317810231,1
18.41161672243364,73.83845531290358,2523.82929102743,138730.44725775125,12,895.0470667617199,46.72609960075026,6.109033851115227,0
18.57323522915499,73.86983913031307,3995.1975062983156,31458.812577286415,3,1273.2325716094629,10.671181910235427,1.9661485426760554,0
18.520223002348644,73.74993360177184,794.1477090397336,110882.39028705512,8,2831.3487411815513,64.95560067569618,8.069171655428685,0
18.54161451555921,73.79788499272863,2694.0703715302293,36220.29589436748,5,1462.9760541424112,86.799959189509,9.67654830239935,0
18.404116898859158,73.74424188836393,651.2612008247718,95863.03980928271,14,1774.779815716598,82.8185869323453,2.7591294358545153,0
18.5939819704324,73.89753360159933,781.9394155490954,64515.92748524139,3,2301.4077627784736,62.60547089808013,4.998776920845408,0
18.566488528160086,73.88881186793733,4578.968540049849,66813.19194265694,1,4153.397558046709,7.527871665167362,0.9525494940131006,0
18.442467822135654,73.7078853622737,1126.6041700291782,72355.02041428279,5,562.3796116078705,11.239702717601297,5.635452898983387,0
18.43636499344142,73.84111503450315,2895.893070238477,104555.09388595322,1,3422.204691064801,4.930898710982468,5.077556074282137,0
18.436680901970686,73.88504966348314,2349.9302117031793,70085.9958802523,4,3509.944389683084,25.74792164924693,1.5299211931352683,0
18.460848448591907,73.73611506902547,2063.044968164792,117923.88607083364,5,4093.9510116048646,13.566146716037775,4.476455509868942,0
18.50495128632645,73.81358904611054,4549.250055592726,78543.28626886437,3,4697.388225771409,26.004804025243388,3.4076360556569765,0
18.486389003728423,73.88309765951762,598.2052854897028,38202.384037195035,13,590.6203202718042,38.50580557189617,5.266125665521375,0
18.45824582803961,73.70678919571716,3487.0535877901507,124051.18109809287,12,1192.0266748094728,94.29827840711357,5.897977920745112,1
18.522370578944475,73.83948405344937,4835.274953960977,64290.99895112472,2,4487.770823251969,61.03760597816921,0.18410622821137412,1
18.42789877213041,73.75946980147451,3020.756825578289,81932.02555191152,6,2563.333529841569,83.49737856829623,7.633959231200598,1
18.458428929707043,73.88487923907532,4715.701079148913,112253.26598662819,1,3040.6578752005857,71.03515007123322,7.158841489431234,1
18.473272368658737,73.89421164903308,735.160456787107,69894.73885784544,12,3483.622416754163,11.250313052663174,3.72623522344457,0
18.491213996843406,73.88885329782269,2384.569935833726,36790.27873760588,10,3555.799720230368,73.59204063739489,0.6240657621313007,0
18.557035192278605,73.7948428433315,1670.7100593292303,74870.52564153762,13,4692.831814924287,27.509888155912442,7.573832143871998,0
18.439934756431672,73.87240853019787,3788.694342413284,143333.82992331643,5,4986.272378352513,63.91078469947063,9.556234088733511,1
18.502846887682722,73.86890987970702,4915.83690723761,107008.12767582698,12,3740.708574189231,34.09619736429885,2.477500800617941,0
